# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Gm11529	chr11	96448323	96464547	-	16225	0
Skap1	chr11	96464593	96759130	+	294538	0
Gm11537	chr11	96766802	96768269	+	1468	0
Snx11	chr11	96767555	96777559	-	10005	0
Cbx1	chr11	96789127	96808640	+	19514	0
Gm11517	chr11	96795439	96795825	-	387	0
Nfe2l1	chr11	96817414	96829968	-	12555	0
Copz2	chr11	96849870	96861203	+	11334	0
Mir152	chr11	96850393	96850465	+	73	0
Gm11523	chr11	96862997	96873954	-	10958	0
Gm11524	chr11	96870195	96871001	+	807	0
Cdk5rap3	chr11	96907426	96916496	-	9071	0
D030028A08Rik	chr11	96916270	96965060	+	48791	0
Gm11525	chr11	96918941	96922493	-	3553	0
Prr15l	chr11	96928104	96937830	+	9727	0
Pnpo	chr11	96937825	96943986	-	6162	0
Sp2	chr11	96953341	96982959	-	29619	0
Sp6	chr11	97013394	97024734	+	11341	0
Gm11532	chr11	97020508	97026248	-	5741	0
Scrn2	chr11	97029938	97033958	+	4021	0
Lrrc46	chr11	97034602	97041407	-	6806	0
Gm11533	chr11	97037007	97037483	+	477	0
Mrpl10	chr11	97041560	97049213	+	7654	0
Gm11574	chr11	97048691	97051432	-	2742	0
Osbpl7	chr11	97050628	97068904	+	18277	1
Mir8103	chr11	97063768	97063874	+	107	0
Gm11573	chr11	97096933	97097326	+	394	0
Tbx21	chr11	97098071	97115331	-	17261	0
Gm11572	chr11	97116796	97116915	-	120	0
Tbkbp1	chr11	97136171	97151495	-	15325	0
Mir7235	chr11	97146364	97146419	-	56	0
Kpnb1	chr11	97159714	97187881	-	28168	3
Gm11583	chr11	97160990	97161675	+	686	0
Npepps	chr11	97205842	97280638	-	74797	1
Gm11592	chr11	97280128	97282897	+	2770	0
Mrpl45	chr11	97315716	97329920	+	14205	0
Gm11594	chr11	97322328	97322489	-	162	0
Gpr179	chr11	97332109	97352077	-	19969	0
Socs7	chr11	97362435	97398542	+	36108	0
Arhgap23	chr11	97415533	97502402	+	86870	0
4933428G20Rik	chr11	97490783	97500340	-	9558	0
Srcin1	chr11	97509340	97576186	-	66847	1
Gm11611	chr11	97519612	97521895	-	2284	0
2410003L11Rik	chr11	97598511	97622893	+	24383	0
Epop	chr11	97627389	97629702	-	2314	0
Gm11613	chr11	97644184	97660367	-	16184	0
Gm24158	chr11	97660257	97660327	-	71	0
Mllt6	chr11	97663414	97685463	+	22050	1
Mir6927	chr11	97677060	97677130	+	71	0
Cisd3	chr11	97685826	97688621	+	2796	0
Pcgf2	chr11	97688823	97700497	-	11675	0
Psmb3	chr11	97703399	97713500	+	10102	0
Pip4k2b	chr11	97715157	97744704	-	29548	0
Gm11614	chr11	97723651	97725711	+	2061	0
Mir8102	chr11	97744897	97745035	+	139	0
Cwc25	chr11	97745481	97766556	-	21076	1
Atp5l2-ps	chr11	97768060	97768371	+	312	0
1700001P01Rik	chr11	97771481	97775918	-	4438	0
Rpl23	chr11	97777527	97782437	-	4911	0
Gm27326	chr11	97780182	97780276	-	95	0
Snora21	chr11	97781639	97781775	-	137	0
Lasp1	chr11	97799000	97838764	+	39765	0
B230217C12Rik	chr11	97840780	97844099	+	3320	0
Fbxo47	chr11	97853826	97884154	-	30329	0
Gm11630	chr11	97884594	97893811	+	9218	0
Plxdc1	chr11	97923238	97986444	-	63207	0
Gm22461	chr11	97941671	97941740	-	70	0
Gm11633	chr11	97968792	97969235	+	444	0
Arl5c	chr11	97989578	97996181	-	6604	0
Cacnb1	chr11	98001508	98023034	-	21527	0
Gm11629	chr11	98022955	98026745	+	3791	0
Rpl19	chr11	98026710	98030492	+	3783	0
Gm27597	chr11	98029413	98029492	+	80	0
Stac2	chr11	98036623	98053462	-	16840	0
Gm11631	chr11	98063888	98064043	+	156	0
Fbxl20	chr11	98082556	98150403	-	67848	0
Gm11632	chr11	98084457	98085424	-	968	0
Med1	chr11	98152154	98193293	-	41140	0
Gm11604	chr11	98185366	98186107	+	742	0
Cdk12	chr11	98203059	98278504	+	75446	0
Gm27399	chr11	98238618	98238695	+	78	0
Mir5119	chr11	98262606	98262662	+	57	0
n-R5s73	chr11	98273260	98273366	-	107	0
Gm20644	chr11	98285382	98287444	+	2063	0
Neurod2	chr11	98325415	98329648	-	4234	0
Ppp1r1b	chr11	98348404	98357796	+	9393	0
1700003D09Rik	chr11	98350718	98358283	-	7566	0
Stard3	chr11	98358368	98381112	+	22745	0
Tcap	chr11	98383811	98384953	+	1143	0
Pnmt	chr11	98386450	98388181	+	1732	0
Pgap3	chr11	98388677	98400490	-	11814	0
Erbb2	chr11	98412470	98437716	+	25247	0
Gm25048	chr11	98423290	98423380	-	91	0
Mien1	chr11	98437708	98438991	-	1284	0
Gm12352	chr11	98438037	98439046	+	1010	0
Grb7	chr11	98446394	98455373	+	8980	0
Ikzf3	chr11	98464902	98546031	-	81130	0
Gm25106	chr11	98473675	98473808	-	134	0
Zpbp2	chr11	98551097	98558665	+	7569	0
Ormdl3	chr11	98581256	98587368	-	6113	0
Lrrc3c	chr11	98598291	98599586	+	1296	0
Srsf3-ps	chr11	98624351	98625661	-	1311	0
Gsdma3	chr11	98626360	98638226	+	11867	0
Gsdma2	chr11	98646759	98657964	+	11206	0
Gsdma	chr11	98664351	98677708	+	13358	0
Psmd3	chr11	98682554	98695979	+	13426	0
Gm12356	chr11	98682921	98683415	-	495	0
Csf3	chr11	98701263	98703629	+	2367	0
Med24	chr11	98704591	98729435	-	24845	0
Gm22059	chr11	98710986	98711089	-	104	0
Thra	chr11	98740638	98769006	+	28369	1
Nr1d1	chr11	98767932	98775333	-	7402	0
Msl1	chr11	98795516	98807859	+	12344	0
Gm12359	chr11	98797707	98810087	-	12381	0
Casc3	chr11	98804905	98833814	+	28910	0
Rapgefl1	chr11	98836785	98853697	+	16913	0
Wipf2	chr11	98863638	98905040	+	41403	1
Gm23640	chr11	98870396	98870499	-	104	0
Cdc6	chr11	98907801	98923940	+	16140	0
Rara	chr11	98927818	98974942	+	47125	0
Gm22061	chr11	98946444	98946550	+	107	0
Gjd3	chr11	98982180	98983016	-	837	0
Top2a	chr11	98992943	99024189	-	31247	0
Gm26394	chr11	98999508	98999622	+	115	0
Gm23451	chr11	99017031	99017152	-	122	0
Igfbp4	chr11	99041244	99054392	+	13149	0
Tns4	chr11	99065678	99089306	-	23629	0
Ccr7	chr11	99144196	99155077	-	10882	0
Smarce1	chr11	99209047	99231017	-	21971	1
Krt222	chr11	99232761	99244085	-	11325	0
Krt24	chr11	99279959	99285262	-	5304	0
Gm12358	chr11	99305148	99306140	-	993	0
Krt25	chr11	99315516	99322951	-	7436	0
Krt26	chr11	99328550	99337966	-	9417	0
Krt27	chr11	99345565	99351104	-	5540	0
Krt28	chr11	99364872	99374903	-	10032	0
Krt10	chr11	99385254	99389364	-	4111	0
Gm11940	chr11	99387340	99387897	+	558	0
Krt12	chr11	99415666	99422259	-	6594	0
A830036E02Rik	chr11	99416956	99425497	+	8542	0
Krt20	chr11	99428403	99438150	-	9748	0
Krt23	chr11	99477974	99493137	-	15164	0
Krt39	chr11	99514114	99521338	-	7225	0
Krt40	chr11	99537485	99543158	-	5674	0
Krtap3-3	chr11	99550130	99550865	-	736	0
Krtap3-2	chr11	99555823	99556853	-	1031	0
Gm11939	chr11	99559167	99559466	-	300	0
Krtap3-1	chr11	99566027	99566630	-	604	0
Krtap1-5	chr11	99579976	99581016	-	1041	0
Krtap1-4	chr11	99583062	99583654	-	593	0
Krtap1-3	chr11	99590461	99591339	-	879	0
Krtap9-3	chr11	99597347	99598105	-	759	0
Gm11938	chr11	99602646	99603308	-	663	0
Gm11937	chr11	99609794	99610189	-	396	0
Krtap2-4	chr11	99614019	99614846	-	828	0
Gm11562	chr11	99619619	99620435	-	817	0
Krtap4-1	chr11	99627224	99628238	-	1015	0
Krtap4-2	chr11	99634111	99635084	-	974	0
Krtap4-7	chr11	99643106	99644089	-	984	0
Gm11555	chr11	99649599	99650236	-	638	0
Gm11563	chr11	99657949	99658960	-	1012	0
Gm14182	chr11	99662893	99663102	-	210	0
Krtap4-6	chr11	99665043	99665960	-	918	0
Gm11557	chr11	99678126	99679133	+	1008	0
4930415H17Rik	chr11	99683618	99683740	-	123	0
Gm14190	chr11	99690588	99690740	-	153	0
AL590997.1	chr11	99696192	99696404	-	213	0
AL590997.3	chr11	99699585	99699677	-	93	0
AL590997.4	chr11	99705004	99705150	-	147	0
Gm14186	chr11	99718892	99719028	-	137	0
Gm14193	chr11	99730175	99730327	+	153	0
Gm14180	chr11	99734213	99734290	-	78	0
AL590997.2	chr11	99747363	99747551	-	189	0
Gm14188	chr11	99763933	99764100	-	168	0
Gm11595	chr11	99771714	99772913	-	1200	0
Krtap4-8	chr11	99779722	99780704	-	983	0
Krtap4-9	chr11	99785200	99786258	+	1059	0
Gm11596	chr11	99792389	99793467	-	1079	0
Gm11569	chr11	99798064	99798932	-	869	0
Gm11554	chr11	99803557	99804446	-	890	0
Krtap4-13	chr11	99809078	99809892	-	815	0
Gm11564	chr11	99814976	99815666	-	691	0
2300003K06Rik	chr11	99836802	99838066	-	1265	0
Gm11556	chr11	99839973	99840260	-	288	0
Krtap4-16	chr11	99850655	99851608	-	954	0
Gm26324	chr11	99856308	99856414	+	107	0
Gm11568	chr11	99857917	99859061	+	1145	0
Gm11559	chr11	99864476	99865571	+	1096	0
Krtap9-1	chr11	99873389	99874432	+	1044	0
Gm11567	chr11	99879187	99880229	+	1043	0
Gm11566	chr11	99897573	99897775	+	203	0
Krtap31-1	chr11	99907920	99908892	+	973	0
Gm11565	chr11	99914751	99915671	+	921	0
Gm11560	chr11	99932162	99933109	+	948	0
Krtap31-2	chr11	99936291	99937225	+	935	0
Krtap9-5	chr11	99948475	99949551	+	1077	0
Gm11561	chr11	99955607	99956023	+	417	0
Gm11553	chr11	99961079	99961318	+	240	0
Krtap29-1	chr11	99978025	99979053	-	1029	0
Krtap16-1	chr11	99984710	99986597	-	1888	0
Gm11558	chr11	99988134	99988592	-	459	0
Krtap17-1	chr11	99993234	99993994	-	761	0
Krt33a	chr11	100011195	100016212	-	5018	0
Krt33b	chr11	100023634	100029868	-	6235	0
Krt34	chr11	100037347	100041554	-	4208	0
Krt31	chr11	100046646	100050551	-	3906	0
Gm11571	chr11	100052286	100085983	+	33698	0
AL592545.1	chr11	100067933	100068121	-	189	0
Krt32	chr11	100080848	100088226	-	7379	0
Krt35	chr11	100092193	100096241	-	4049	0
Krt36	chr11	100102007	100105626	-	3620	0
Gm12347	chr11	100105771	100112106	-	6336	0
Krt13	chr11	100117327	100121566	-	4240	0
Krt15	chr11	100131758	100135928	-	4171	0
Krt19	chr11	100140810	100148665	-	7856	0
Krt9	chr11	100186781	100193246	-	6466	0
Krt14	chr11	100203162	100207548	-	4387	0
Gm11597	chr11	100228845	100232078	-	3234	0
Gm11598	chr11	100243273	100243629	+	357	0
Krt16	chr11	100246091	100248902	-	2812	0
Krt17	chr11	100256217	100261029	-	4813	0
Krt42	chr11	100262882	100269871	-	6990	0
Gm14206	chr11	100278706	100291286	-	12581	0
Gm12349	chr11	100291671	100293711	+	2041	0
Eif1	chr11	100319885	100322096	+	2212	0
Gast	chr11	100334407	100336996	+	2590	0
Hap1	chr11	100347327	100356128	-	8802	1
Gm20394	chr11	100349696	100350889	-	1194	0
Gm10039	chr11	100361716	100362126	-	411	0
Jup	chr11	100368958	100397763	-	28806	0
Gm12348	chr11	100401508	100402252	+	745	0
P3h4	chr11	100408456	100414836	-	6381	0
Fkbp10	chr11	100415697	100424824	+	9128	0
Nt5c3b	chr11	100422321	100441808	-	19488	0
Klhl10	chr11	100441917	100457022	+	15106	0
Gm27374	chr11	100442395	100442475	-	81	0
Klhl11	chr11	100462614	100472741	-	10128	0
Acly	chr11	100476353	100528000	-	51648	1
Mir7116	chr11	100478411	100478480	-	70	0
Ttc25	chr11	100545607	100572568	+	26962	0
BX842667.1	chr11	100559457	100559608	+	152	0
Cnp	chr11	100574904	100591729	+	16826	0
Dnajc7	chr11	100582818	100620188	-	37371	1
Nkiras2	chr11	100619244	100627607	+	8364	0
Zfp385c	chr11	100627543	100692455	-	64913	0
Gm44544	chr11	100639944	100643117	-	3174	0
Dhx58os	chr11	100687417	100697520	+	10104	0
Dhx58	chr11	100694884	100704271	-	9388	0
Kat2a	chr11	100704746	100712465	-	7720	0
Hspb9	chr11	100713850	100714575	+	726	0
Rab5c	chr11	100715009	100738215	-	23207	0
Kcnh4	chr11	100740376	100759942	-	19567	0
Hcrt	chr11	100761069	100762931	-	1863	0
Ghdc	chr11	100766032	100770957	-	4926	0
Gm24358	chr11	100774513	100774800	-	288	0
Stat5b	chr11	100780731	100850724	-	69994	0
Stat5a	chr11	100859351	100885169	+	25819	0
Stat3	chr11	100885098	100939540	-	54443	0
Cavin1	chr11	100956733	100970887	-	14155	0
Atp6v0a1	chr11	101009452	101063719	+	54268	2
Mir6928	chr11	101030340	101030409	+	70	0
Naglu	chr11	101070012	101077672	+	7661	1
Hsd17b1	chr11	101078411	101080527	+	2117	0
Coasy	chr11	101082565	101086619	+	4055	0
Mlx	chr11	101087277	101092207	+	4931	0
Psmc3ip	chr11	101091823	101095436	-	3614	0
Retreg3	chr11	101096322	101119893	-	23572	1
Tubg1	chr11	101119938	101126419	+	6482	0
Gm27626	chr11	101140454	101140509	-	56	0
Tubg2	chr11	101155907	101161787	+	5881	0
Plekhh3	chr11	101162679	101171351	-	8673	0
Cntnap1	chr11	101170523	101190724	+	20202	0
Ccr10	chr11	101172997	101175443	-	2447	0
Ezh1	chr11	101191115	101226463	-	35349	0
Ramp2	chr11	101246028	101259546	+	13519	0
Vps25	chr11	101253707	101259549	+	5843	0
Wnk4	chr11	101260567	101277409	+	16843	0
Gm11615	chr11	101264762	101266303	-	1542	0
Coa3	chr11	101277968	101279114	-	1147	0
Cntd1	chr11	101279012	101296317	+	17306	0
Becn1	chr11	101285952	101302286	-	16335	0
Gm11617	chr11	101306742	101307380	+	639	0
Psme3	chr11	101316213	101323537	+	7325	0
Aoc2	chr11	101325063	101329702	+	4640	0
Aoc3	chr11	101330605	101341938	+	11334	1
Gm28156	chr11	101339660	101347939	-	8280	0
Gm11618	chr11	101352236	101353139	+	904	0
Gm11619	chr11	101353309	101353545	-	237	0
Gm25593	chr11	101353342	101353437	-	96	0
AL590969.1	chr11	101366713	101366863	+	151	0
G6pc	chr11	101367561	101377903	+	10343	0
Gm25475	chr11	101397589	101397768	-	180	0
Gm27029	chr11	101406664	101424796	-	18133	0
Aarsd1	chr11	101406839	101417615	-	10777	0
Ptges3l	chr11	101418812	101425333	-	6522	0
Mir6929	chr11	101419187	101419253	-	67	0
Rundc1	chr11	101425085	101435673	+	10589	0
Rpl27	chr11	101442298	101445529	+	3232	0
Ifi35	chr11	101448407	101458698	+	10292	0
Gm11626	chr11	101456576	101457390	-	815	0
Vat1	chr11	101458745	101466230	-	7486	0
Rnd2	chr11	101464999	101471853	+	6855	0
Gm11625	chr11	101476226	101476521	+	296	0
Brca1	chr11	101488764	101551955	-	63192	0
Nbr1	chr11	101552149	101581951	+	29803	1
Tmem106a	chr11	101582242	101591788	+	9547	0
Gm11634	chr11	101593743	101599256	-	5514	0
Gm26316	chr11	101604850	101605040	+	191	0
Gm11635	chr11	101610614	101615956	+	5343	0
Rdm1	chr11	101627195	101636100	+	8906	0
Gm23849	chr11	101627366	101627556	+	191	0
Gm24950	chr11	101641748	101641938	+	191	0
Gm23971	chr11	101645740	101645930	-	191	0
Rnu2-10	chr11	101658238	101658428	+	191	0
Arl4d	chr11	101665541	101667832	+	2292	0
Dhx8	chr11	101732919	101767358	+	34440	0
Etv4	chr11	101769742	101785371	-	15630	0
Meox1	chr11	101877510	101894374	-	16865	0
Gm11551	chr11	101886237	101891206	+	4970	0
Rpl27-ps2	chr11	101939501	101939899	+	399	0
4930417O22Rik	chr11	101952421	101960573	+	8153	0
Sost	chr11	101962458	101967015	-	4558	0
Gm20659	chr11	101971143	101971859	+	717	0
Dusp3	chr11	101971143	101987013	-	15871	0
Cfap97d1	chr11	101984279	101992264	+	7986	0
Mpp3	chr11	101999652	102028461	-	28810	0
E130111B04Rik	chr11	102030268	102035084	-	4817	2
Cd300lg	chr11	102041509	102055620	+	14112	0
Mpp2	chr11	102057015	102088515	-	31501	0
Ppy	chr11	102099930	102101319	-	1390	0
Pyy	chr11	102106676	102107832	-	1157	0
Gm11584	chr11	102113249	102113573	-	325	0
Gm11585	chr11	102124072	102124640	+	569	0
Nags	chr11	102145513	102149477	+	3965	0
Gm11586	chr11	102145549	102146246	-	698	0
Tmem101	chr11	102152546	102156404	-	3859	0
Lsm12	chr11	102162497	102185296	-	22800	0
G6pc3	chr11	102189620	102194081	+	4462	0
Hdac5	chr11	102194432	102230166	-	35735	1
Mir8101	chr11	102230040	102230150	-	111	0
Hrob	chr11	102248882	102265187	+	16306	0
Asb16	chr11	102268743	102279462	+	10720	0
Tmub2	chr11	102284931	102289237	+	4307	0
Atxn7l3	chr11	102289300	102296631	-	7332	0
Ubtf	chr11	102304560	102319742	-	15183	0
Slc4a1	chr11	102348824	102366203	-	17380	0
Bloodlinc	chr11	102375549	102377020	-	1472	0
Rundc3a	chr11	102393403	102402555	+	9153	0
Slc25a39	chr11	102402985	102407946	-	4962	0
Mir6930	chr11	102404920	102404987	-	68	0
Grn	chr11	102430315	102437048	+	6734	0
Fam171a2	chr11	102436981	102447682	-	10702	0
Itga2b	chr11	102453297	102470122	-	16826	0
Gm23563	chr11	102458724	102458974	-	251	0
Gpatch8	chr11	102475915	102556392	-	80478	0
Gm11628	chr11	102492439	102492609	-	171	0
Mdk-ps1	chr11	102545702	102546022	+	321	0
Gm25337	chr11	102549196	102549299	-	104	0
Gm11627	chr11	102576398	102579461	-	3064	0
Fzd2	chr11	102604396	102608058	+	3663	0
Gm11636	chr11	102614892	102616546	-	1655	0
2810433D01Rik	chr11	102619796	102624416	-	4621	0
Psmb5-ps	chr11	102659128	102659925	-	798	0
Gm22920	chr11	102659572	102659680	-	109	0
Meioc	chr11	102663716	102682237	+	18522	0
Ccdc43	chr11	102684686	102697782	-	13097	0
Gm11637	chr11	102731301	102732063	-	763	0
Gm16342	chr11	102732405	102752861	+	20457	0
Adam11	chr11	102761439	102780262	+	18824	0
Gjc1	chr11	102799579	102819700	-	20122	0
Gm22683	chr11	102829878	102830014	+	137	0
Higd1b	chr11	102835849	102838040	+	2192	0
Eftud2	chr11	102838473	102880985	-	42513	0
Ccdc103	chr11	102881204	102885216	+	4013	0
Fam187a	chr11	102885169	102886731	+	1563	0
Gfap	chr11	102887336	102900912	-	13577	0
Kif18b	chr11	102905529	102925124	-	19596	0
C1ql1	chr11	102939264	102946688	-	7425	0
2410004I01Rik	chr11	102958300	102964387	-	6088	0
Dcakd	chr11	102994047	103028333	-	34287	0
Mir6931	chr11	102999848	102999921	-	74	0
Nmt1	chr11	103028190	103068912	+	40723	3
Plcd3	chr11	103070304	103101658	-	31355	0
Acbd4	chr11	103101682	103112200	+	10519	3
Hexim1	chr11	103116231	103119725	+	3495	0
Hexim2	chr11	103132429	103139876	+	7448	0
Fmnl1	chr11	103171107	103198901	+	27795	0
Gm20511	chr11	103190710	103192896	-	2187	0
Efcab15	chr11	103198944	103208558	-	9615	0
Spata32	chr11	103208127	103218432	-	10306	0
Map3k14	chr11	103219762	103267472	-	47711	0
1700028N14Rik	chr11	103264860	103267745	-	2886	0
Arhgap27	chr11	103331497	103363692	-	32196	0
Arhgap27os3	chr11	103344753	103350124	+	5372	0
Arhgap27os2	chr11	103355701	103361092	+	5392	0
Arhgap27os1	chr11	103363213	103364651	+	1439	0
Plekhm1	chr11	103364275	103412687	-	48413	0
Gm39397	chr11	103421736	103422062	+	327	0
Lrrc37a	chr11	103450709	103504597	-	53889	0
Gm884	chr11	103534577	103621140	-	86564	0
Gm11643	chr11	103600242	103601105	-	864	0
Lyzl6	chr11	103631070	103638890	-	7821	0
Rprml	chr11	103649570	103650579	+	1010	0
Gosr2	chr11	103676849	103697898	-	21050	0
C130046K22Rik	chr11	103697724	103722832	+	25109	0
Gm11642	chr11	103723950	103724532	+	583	0
Wnt9b	chr11	103727364	103749821	-	22458	0
Wnt3	chr11	103774150	103817957	+	43808	0
Nsf	chr11	103821782	103954056	-	132275	2
Gm8738	chr11	103879915	103880243	-	329	0
Arf2	chr11	103966739	103985337	+	18599	0
Crhr1	chr11	104132855	104175523	+	42669	2
Sppl2c	chr11	104186327	104191163	+	4837	0
Mapt	chr11	104231390	104332090	+	100701	3
Gm11659	chr11	104250902	104259361	-	8460	0
Gm22743	chr11	104251012	104251144	-	133	0
Gm47310	chr11	104251078	104251148	-	71	0
Kansl1	chr11	104333229	104468861	-	135633	0
Gm47315	chr11	104425156	104425300	-	145	0
Gm11660	chr11	104491613	104492024	+	412	0
Cdc27	chr11	104502745	104550620	-	47876	0
Myl4	chr11	104550663	104595753	+	45091	0
Gm11665	chr11	104556789	104557777	-	989	0
Gm22000	chr11	104557922	104565661	-	7740	0
Gm11661	chr11	104565400	104566726	-	1327	0
Gm11663	chr11	104571268	104571557	-	290	0
Itgb3	chr11	104608000	104670476	+	62477	0
Gm11662	chr11	104679105	104680655	-	1551	0
Gm11639	chr11	104685707	105117394	+	431688	0
Gm11623	chr11	104814416	104815640	+	1225	0
Gm11621	chr11	104928216	104928804	+	589	0
Gm11622	chr11	105031157	105031847	+	691	0
Gm11624	chr11	105033034	105034074	-	1041	0
Efcab3	chr11	105063592	105117537	+	53946	0
Gm25362	chr11	105081628	105081732	+	105	0
Mettl2	chr11	105126425	105140394	+	13970	0
Gm24290	chr11	105141214	105141309	+	96	0
Gm11620	chr11	105164776	105166620	-	1845	0
1700052K11Rik	chr11	105177726	105181433	-	3708	0
Tlk2	chr11	105178807	105283959	+	105153	1
Mrc2	chr11	105292643	105351139	+	58497	0
Marchf10	chr11	105360798	105456735	-	95938	0
Gm11638	chr11	105363252	105390642	+	27391	0
Gm11640	chr11	105434445	105435412	+	968	0
Tanc2	chr11	105589986	105929304	+	339319	3
Gm23990	chr11	105597625	105597741	+	117	0
Gm11652	chr11	105773518	105774784	+	1267	0
Gm11653	chr11	105875905	105876913	+	1009	0
Cyb561	chr11	105933702	105953336	-	19635	0
Gm9910	chr11	105943704	105945253	+	1550	0
Gm11651	chr11	105965608	105985694	-	20087	0
Ace	chr11	105967945	105989964	+	22020	0
Ace3	chr11	105994675	106005443	+	10769	0
Kcnh6	chr11	106008124	106034549	+	26426	0
Dcaf7	chr11	106036872	106059324	+	22453	0
Gm11646	chr11	106051151	106051852	-	702	0
Taco1os	chr11	106065077	106066305	-	1229	0
Taco1	chr11	106066061	106073612	+	7552	1
Map3k3	chr11	106084613	106155446	+	70834	0
Gm11672	chr11	106126336	106127351	-	1016	0
Limd2	chr11	106156256	106160860	-	4605	0
Gm10840	chr11	106160193	106161158	+	966	0
Strada	chr11	106163330	106202168	-	38839	1
Gm25556	chr11	106186444	106186587	-	144	0
Ccdc47	chr11	106197408	106216344	-	18937	1
Ddx42	chr11	106216926	106249139	+	32214	0
Ftsj3	chr11	106249142	106256079	-	6938	0
Psmc5	chr11	106256154	106263120	+	6967	0
Gm23645	chr11	106260206	106260313	+	108	0
Smarcd2	chr11	106263179	106272972	-	9794	0
Tcam1	chr11	106276672	106288745	+	12074	0
Gh	chr11	106300271	106301865	-	1595	0
Cd79b	chr11	106311341	106314762	-	3422	0
Scn4a	chr11	106318592	106353288	-	34697	0
Prr29	chr11	106365472	106377558	+	12087	0
Icam2	chr11	106377656	106388075	-	10420	0
Ern1	chr11	106394650	106487852	-	93203	0
Snord104	chr11	106500993	106501062	+	70	0
Gm22711	chr11;chr11	106501243;106501245	106501377;106501377	+;+	135	0
Tex2	chr11	106502147	106613423	-	111277	1
Pecam1	chr11	106654217	106750628	-	96412	0
Milr1	chr11	106751226	106768794	+	17569	0
Gm25889	chr11	106764635	106764741	-	107	0
Polg2	chr11	106768253	106779537	-	11285	0
Ddx5	chr11	106780355	106789185	-	8831	1
Mir3064	chr11	106782693	106782759	-	67	0
Gm25994	chr11	106783171	106783271	-	101	0
Cep95	chr11	106789252	106819930	+	30679	0
Gm11706	chr11	106814670	106816008	-	1339	0
Smurf2	chr11	106820066	106920715	-	100650	1
Gm27322	chr11	106920658	106920761	-	104	0
Gm11707	chr11	106972058	106973090	-	1033	0
Kpna2	chr11	106988629	106999541	-	10913	0
Gm11708	chr11	107003909	107004740	-	832	0
1810010H24Rik	chr11	107025681	107030443	+	4763	0
Bptf	chr11	107033081	107132127	-	99047	1
Gm11715	chr11	107157408	107167150	+	9743	0
Nol11	chr11	107166663	107189381	-	22719	0
Rps12-ps26	chr11	107171900	107172232	-	333	0
Gm11718	chr11	107191094	107191630	+	537	0
Pitpnc1	chr11	107207892	107470699	-	262808	1
Gm11719	chr11	107330708	107331058	+	351	0
Gm11716	chr11	107338050	107344804	+	6755	0
Gm11712	chr11	107386983	107388971	+	1989	0
Gm11713	chr11	107410390	107413549	+	3160	0
Gm11714	chr11	107428276	107435686	+	7411	0
Psmd12	chr11	107479484	107504362	+	24879	0
Gm11722	chr11	107481916	107483107	+	1192	0
C330019F10Rik	chr11	107511403	107527220	-	15818	0
A830035A12Rik	chr11	107531757	107548373	-	16617	0
Gm11649	chr11	107531931	107532305	-	375	0
Helz	chr11	107547930	107693826	+	145897	2
Mir6932	chr11	107637722	107637779	+	58	0
Cacng1	chr11	107703218	107716522	-	13305	0
Cacng4	chr11	107732357	107794557	-	62201	1
Gm11650	chr11	107793866	107795982	+	2117	0
Gm23120	chr11	107827374	107827660	+	287	0
Gm27595	chr11	107851745	107851856	+	112	0
Cacng5	chr11	107874605	107915055	-	40451	1
Prkca	chr11	107933387	108343928	-	410542	7
AL645535.1	chr11	107945551	107945616	-	66	0
Gm11657	chr11	107994022	107994631	+	610	0
Mir7223	chr11	107996848	107996916	+	69	0
Gm11655	chr11	108181850	108194126	+	12277	0
Apoh	chr11	108343354	108414396	+	71043	0
Gm11656	chr11	108377877	108381093	+	3217	0
Gm11667	chr11	108423273	108423758	+	486	0
Cep112	chr11	108425192	108860615	+	435424	1
Cep112os1	chr11	108529097	108533664	-	4568	0
Olfr1397-ps1	chr11	108687074	108688035	-	962	0
Rpl23a-ps14	chr11	108716483	108716906	+	424	0
Cep112it	chr11	108820333	108826942	+	6610	0
Axin2	chr11	108920349	108950783	+	30435	0
Gm11670	chr11	108939310	108942015	-	2706	0
Gm11668	chr11	109007651	109008781	+	1131	0
Gm24149	chr11	109066984	109067090	-	107	0
E030025P04Rik	chr11	109139291	109144369	-	5079	0
Gm11658	chr11	109159187	109160194	-	1008	0
Rgs9	chr11	109225355	109298129	-	72775	0
1700096J18Rik	chr11	109346839	109353651	+	6813	0
Gm11696	chr11	109352835	109363654	-	10820	0
Gna13	chr11	109362831	109401369	+	38539	0
9930022D16Rik	chr11	109413917	109420405	+	6489	0
Amz2	chr11	109425946	109452813	+	26868	0
Gm15642	chr11	109437172	109438145	-	974	0
Slc16a6	chr11	109450855	109473598	-	22744	0
Gm25540	chr11	109466311	109466431	-	121	0
Arsg	chr11	109473374	109573330	+	99957	0
Gm22378	chr11	109499714	109499824	-	111	0
Wipi1	chr11	109573331	109611967	-	38637	0
Gm11685	chr11	109616320	109641789	+	25470	0
Prkar1a	chr11	109649405	109669656	+	20252	1
